occurrenceID,decimalLatitude,decimalLongitude,country,countryCode,county,recordedBy,scientificName,kingdom,genus,specificEpithet,vernacularName
SBN:104785:100328,59.55292,18.333422,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Apatura iris,Animalia,Apatura,iris,Sälgskimmerfjäril
SBN:104785:201107,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Aphantopus hyperantus,Animalia,Aphantopus,hyperantus,Luktgräsfjäril
SBN:104785:201065,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Argynnis paphia,Animalia,Argynnis,paphia,Silverstreckad pärlemorfjäril
SBN:104785:201148,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Aricia artaxerxes,Animalia,Aricia,artaxerxes,Midsommarblåvinge
SBN:104785:201072,59.55292,18.333422,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Boloria aquilonaris,Animalia,Boloria,aquilonaris,Myrpärlemorfjäril
SBN:104785:201075,59.55292,18.333422,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Boloria selene,Animalia,Boloria,selene,Brunfläckig pärlemorfjäril
SBN:104785:201071,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Brenthis ino,Animalia,Brenthis,ino,Älggräspärlemorfjäril
SBN:104785:201110,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Coenonympha arcania,Animalia,Coenonympha,arcania,Pärlgräsfjäril
SBN:104785:201045,59.552917,18.335401,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Colias palaeno,Animalia,Colias,palaeno,Svavelgul höfjäril
SBN:104785:201143,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Cyaniris semiargus,Animalia,Cyaniris,semiargus,Ängsblåvinge
SBN:104785:201099,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Erebia ligea,Animalia,Erebia,ligea,Skogsgräsfjäril
SBN:104785:201068,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Fabriciana adippe,Animalia,Fabriciana,adippe,Skogspärlemorfjäril
SBN:104785:100995,59.553285,18.335401,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Glaucopsyche alexis,Animalia,Glaucopsyche,alexis,Klöverblåvinge
SBN:104785:201051,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Gonepteryx rhamni,Animalia,Gonepteryx,rhamni,Citronfjäril
SBN:104785:201070,59.553285,18.335401,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Issoria lathonia,Animalea,Issoria,lathonia,Storfläckig pärlemorfjäril
SBN:104785:201115,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Lasiommata maera,Animalia,Lasiommata,maera,Vitgräsfjäril
SBN:104785:201086,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Melitaea athalia,Animalia,Melitaea,athalia,Skogsnätfjäril
SBN:104785:201031,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Ochlodes sylvanus,Animalia,Ochlodes,sylvanus,Ängssmygare
SBN:104785:201039,59.55292,18.333422,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Pieris brassicae,Animalia,Pieris,brassicae,Kålfjäril
SBN:104785:201040,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Pieris napi,Animalia,Pieris,napi,Rapsfjäril
SBN:104785:201040,59.552917,18.335401,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Pieris rapae,Animalia,Pieris,rapae,Rovfjäril
SBN:104785:201152,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Plebejus argus,Animalia,Plebejus,argus,Ljungblåvinge
SBN:104785:201153,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Plebejus idas,Animalia,Plebejus,idas,Hedblåvinge
SBN:104785:201146,59.553285,18.335401,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Polyommatus amandus,Animalia,Polyommatus,amandus,Silverblåvinge
SBN:104785:201144,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Polyommatus icarus,Animalia,Polyommatus,icarus,Puktörneblåvinge
SBN:104785:201067,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Speyeria aglaja,Animalia,Speyeria,aglaja,Ängspärlemorfjäril
SBN:104785:201028,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Thymelicus lineola,Animalia,Thymelicus,lineola,Mindre tåtelsmygare
SBN:86023:201059,59.552917,18.335401,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Aglais io,Animalia,aglais,io,Påfågelöga
SBN:86023:201062,59.55292,18.333422,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Aglais urticae,Animalia,aglais,urticae,Nässelfjäril
SBN:86023:201151,59.552917,18.335401,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Agriades optilete,Animalia,Agriades,optilete,Violett blåvinge
SBN:86023:201107,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Aphantopus hyperantus,Animalia,Aphantopus,hyperantus,Luktgräsfjäril
SBN:86023:201065,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Argynnis paphia,Animalia,Argynnis,paphia,Silverstreckad pärlemorfjäril
SBN:86023:201148,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Aricia artaxerxes,Animalia,Aricia,artaxerxes,Midsommarblåvinge
SBN:86023:201075,59.55292,18.333422,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Boloria selene,Animalia,Boloria,selene,Brunfläckig pärlemorfjäril
SBN:86023:201071,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Brenthis ino,Animalia,Brenthis,ino,Älggräspärlemorfjäril
SBN:86023:201110,59.553285,18.335401,Sweden,SE,Stockholmslän,SBN:recorderId:308|SBN:recorderId:558,Coenonympha arcania,Animalia,Coenonympha,arcania,Pärlgräsfjäril
SBN:86023:201109,59.55292,18.333422,Sweden,SE,Stockholmslän,SBN:recorderId:308|SBN:recorderId:558,Coenonympha pamphilus,Animalia,Coenonympha,pamphilus,Kamgräsfjäril
SBN:86023:201143,,,Sweden,SE,Stockholmslän,SBN:recorderId:308|SBN:recorderId:558,Cyaniris semiargus,Animalia,Cyaniris,semiargus,Ängsblåvinge
SBN:86023:201099,59.553285,18.335401,Sweden,SE,Stockholmslän,SBN:recorderId:308|SBN:recorderId:558,Erebia ligea,Animalia,Erebia,ligea,Skogsgräsfjäril
SBN:86023:201068,,,Sweden,SE,Stockholmslän,SBN:recorderId:308|SBN:recorderId:558,Fabriciana adippe,Animalia,Fabriciana,adippe,Skogspärlemorfjäril
SBN:86023:201051,,,Sweden,SE,Stockholmslän,SBN:recorderId:308|SBN:recorderId:558,Gonepteryx rhamni,Animalia,Gonepteryx,rhamni,Citronfjäril
SBN:86023:201070,59.553285,18.335401,Sweden,SE,Stockholmslän,SBN:recorderId:308|SBN:recorderId:558,Issoria lathonia,Animalia,Issoria,lathonia,Storfläckig pärlemorfjäril
SBN:86023:201115,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Lasiommata maera,Animalia,Lasiommata,maera,Vitgräsfjäril
SBN:86023:201036,59.55292,18.333422,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Leptidea sinapis,Animalia,Leptidea,sinapis,Skogsvitvinge
SBN:86023:201104,59.55292,18.333422,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Maniola jurtina,Animalia,Maniola,jurtina,Slåttergräsfjäril
SBN:86023:201086,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Melitaea athalia,Animalia,Melitaea,athalia,Skogsnätfjäril
SBN:86023:201031,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Ochlodes sylvanus,Animalia,Ochlodes,sylvanus,Ängssmygare
SBN:86023:201039,59.552917,18.335401,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Pieris brassicae,Animalia,Pieris,brassicae,Kålfjäril
SBN:86023:201041,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Pieris napi,Animalia,Pieris,napi,Rapsfjäril
SBN:86023:201040,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Pieris rapae,Animalia,Pieris,rapae,Rovfjäril
SBN:86023:201152,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Plebejus argus,Animalia,Plebejus,argus,Ljungblåvinge
SBN:86023:201153,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Plebejus idas,Animalia,Plebejus,idas,Hedblåvinge
SBN:86023:201063,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Polygonia c-album,Animalia,Polygonia,c-album,Vinbärsfuks
SBN:86023:201144,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Polyommatus Icarus,Animalia,Polyommatus,icarus,Puktörneblåvinge
SBN:86023:201067,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Speyeria aglaja,Animalia,Speyeria,aglaja,Ängspärlemorfjäril
SBN:86023:201028,,,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Thymelicus lineola,Animalia,Thymelicus,lineola,Mindre tåtelsmygare
SBN:86023:201164,59.552917,18.335401,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Zygaena filipendulae,Animalia,Zygaena,filipendulae,Sexfläckig bastardsvärmare
SBN:86023:102018,59.552917,18.335401,Sweden,SE,Stockholms län,SBN:recorderId:308|SBN:recorderId:558,Zygaena lonicerae,Animalia,Zygaena,lonicerae,Bredbrämad bastardsvärmare
SBN:70874:201062,,,Sweden,SE,Värmlands län,SBN:recorderId:716,Aglais urticae,Animalia,aglais,urticae,Nässelfjäril
SBN:70874:201151,59.160048,13.16162,Sweden,SE,Värmlands län,SBN:recorderId:716,Agriades optilete,Animalia,Agriades,optilete,Violett blåvinge
SBN:70874:201107,59.160048,13.16162,Sweden,SE,Värmlands län,SBN:recorderId:716,Aphantopus hyperantus,Animalia,Aphantopus,hyperantus,Luktgräsfjäril
SBN:70874:201065,59.15987,13.16192,Sweden,SE,Värmlands län,SBN:recorderId:716,Argynnis paphia,Animalia,Argynnis,paphia,Silverstreckad pärlemorfjäril
SBN:70874:201110,59.1605,13.16008,Sweden,SE,Värmlands län,SBN:recorderId:716,Coenonympha arcania,Animalia,Coenonympha,arcania,Pärlgräsfjäril
SBN:70874:201068,59.160048,13.16162,Sweden,SE,Värmlands län,SBN:recorderId:716,Fabriciana adippe,Animalia,Fabriciana,adippe,Skogspärlemorfjäril
SBN:70874:6327711,59.15987,13.16192,Sweden,SE,Värmlands län,SBN:recorderId:716,Fabriciana/Speyeria niobe/adippe/aglaja,Animalia,Fabriciana/Speyeria,niobe/adippe/aglaja,Hedpärlemorfjäril/Skogspärlemorfjäril/Ängspärlemorfjäril
SBN:70874:201051,59.15987,13.16192,Sweden,SE,Värmlands län,SBN:recorderId:716,Gonepteryx rhamni,Animalia,Gonepteryx,rhamni,Citronfjäril
SBN:70874:201094,59.160048,13.16162,Sweden,SE,Värmlands län,SBN:recorderId:716,Hipparchia semele,Animalia,Hipparchia,semele,Sandgräsfjäril
SBN:70874:201115,,,Sweden,SE,Värmlands län,SBN:recorderId:716,Lasiommata maera,Animalia,Lasiommata,maera,Vitgräsfjäril
SBN:70874:6006844,59.1605,13.16008,Sweden,SE,Värmlands län,SBN:recorderId:716,Leptidea juvernica/sinapis,Animalia,Leptidea,juvernica/sinapis,Ängsvitvinge/Skogsvitvinge
SBN:70874:201129,59.1605,13.16008,Sweden,SE,Värmlands län,SBN:recorderId:716,Lycaena virgaureae,Animalia,Lycaena,virgaureae,Vitfläckig guldvinge
SBN:70874:201104,,,Sweden,SE,Värmlands län,SBN:recorderId:716,Maniola jurtina,Animalia,Maniola,jurtina,Slåttergräsfjäril
SBN:70874:201086,,,Sweden,SE,Värmlands län,SBN:recorderId:716,Melitaea athalia,Animalia,Melitaea,athalia,Skogsnätfjäril
SBN:70874:201031,59.1605,13.16008,Sweden,SE,Värmlands län,SBN:recorderId:716,Ochlodes sylvanus,Animalia,Ochlodes,sylvanus,Ängssmygare
SBN:70874:201034,59.160048,13.16162,Sweden,SE,Värmlands län,SBN:recorderId:716,Papilio machaon,Animalia,Papilio,machaon,Makaonfjäril
SBN:70874:201039,59.15987,13.16192,Sweden,SE,Värmlands,SBN:recorderId:716,Pieris brassicae,Animalia,Pieris,brassicae,Kålfjäril
SBN:70874:201041,,,Sweden,SE,Värmlands,SBN:recorderId:716,Pieris napi,Animalia,Pieris,napi,Rapsfjäril
SBN:70874:201152,59.160048,13.16162,Sweden,SE,Värmlands,SBN:recorderId:716,Plebejus argus,Animalia,Plebejus,argus,Ljungblåvinge
SBN:70874:236584,59.160048,13.16162,Sweden,SE,Värmlands,SBN:recorderId:716,Plebejus argus/idas,Animalia,Plebejus,argus/idas,Ljungblåvinge/Hedblåvinge
SBN:70874:201153,59.15987,13.16192,Sweden,SE,Värmlands,SBN:recorderId:716,Plebejus idas,Animalia,Plebejus,idas,Hedblåvinge
SBN:70874:201146,59.160048,13.16162,Sweden,SE,Värmlands,SBN:recorderId:716,Polyommatus amandus,Animalia,Polyommatus,amandus,Silverblåvinge
SBN:70874:201144,59.160048,13.16162,Sweden,SE,Värmlands,SBN:recorderId:716,Polyommatus Icarus,Animalia,Polyommatus,icarus,Puktörneblåvinge
SBN:70874:101688,59.1605,13.16008,Sweden,SE,Värmlands,SBN:recorderId:716,Pyrgus alveus,Animalia,Pyrgus,alveus,Kattunvisslare
SBN:70874:201067,,,Sweden,SE,Värmlands,SBN:recorderId:716,Speyeria aglaja,Animalia,Speyeria,aglaja,Ängspärlemorfjäril
SBN:70874:201028,,,Sweden,SE,Värmlands,SBN:recorderId:716,Thymelicus lineola,Animalia,Thymelicus,lineola,Mindre tåtelsmygare
SBN:70874:201061,59.15987,13.16192,Sweden,SE,Värmlands,SBN:recorderId:716,Vanessa cardui,Animalia,Vanessa,cardui,Tistelfjäril
SBN:70874:201164,59.15987,13.16192,Sweden,SE,Värmlands,SBN:recorderId:716,Zygaena filipendulae,Animalia,Zygaena,filipendulae,Sexfläckig bastardsvärmare
SBN:70874:102021,59.1605,13.16008,Sweden,SE,Värmlands,SBN:recorderId:716,Zygaena viciae,Animalia,Zygaena,viciae,Mindre bastardsvärmare
SBN:5314:201062,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Aglais urticae,Animalia,aglais,urticae,Nässelfjäril
SBN:5314:201107,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Aphantopus hyperantus,Animalia,Aphantopus,hyperantus,Luktgräsfjäril
SBN:5314:201065,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Argynnis paphia,Animalia,Argynnis,paphia,Silverstreckad pärlemorfjäril
SBN:5314:201076,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Boloria euphrosyne,Animalia,Boloria,euphrosyne,Prydlig pärlemorfjäril
SBN:5314:201075,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Boloria selene,Animalia,Boloria,selene,Brunfläckig pärlemorfjäril
SBN:5314:201071,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Brenthis ino,Animalia,Brenthis,ino,Älggräspärlemorfjäril
SBN:5314:201110,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Coenonympha arcania,Animalia,Coenonympha,arcania,Pärlgräsfjäril
SBN:5314:201109,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Coenonympha pamphilus,Animalia,Coenonympha,pamphilus,Kamgräsfjäril
SBN:5314:201045,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Colias palaeno,Animalia,Colias,palaeno,Svavelgul höfjäril
SBN:5314:201143,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Cyaniris semiargus,Animalia,Cyaniris,semiargus,Ängsblåvinge
SBN:5314:201099,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Erebia ligea,Animalia,Erebia,ligea,Skogsgräsfjäril
SBN:5314:201068,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Fabriciana adippe,Animalia,Fabriciana,adippe,Skogspärlemorfjäril
SBN:5314:201051,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Gonepteryx rhamni,Animalia,Gonepteryx,rhamni,Citronfjäril
SBN:5314:201115,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Lasiommata maera,Animalia,Lasiommata,maera,Vitgräsfjäril
SBN:5314:201116,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Lasiommata petropolitana,Animalia,Lasiommata,petropolitana,Berggräsfjäril
SBN:5314:102923,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Lycaena hippothoe,Animalia,Lycaena,hippothoe,Violettkantad guldvinge
SBN:5314:201129,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Lycaena virgaureae,Animalia,Lycaena,virgaureae,Vitfläckig guldvinge
SBN:5314:201086,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Melitaea athalia,Animalia,Melitaea,athalia,Skogsnätfjäril
SBN:5314:201031,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Ochlodes sylvanus,Animalia,Ochlodes,sylvanus,Ängssmygare
SBN:5314:201113,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Pararge aegeria,Animalia,Pararge,aegeria,Kvickgräsfjäril
SBN:5314:201041,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Pieris napi,Animalia,Pieris,napi,Rapsfjäril
SBN:5314:201152,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Plebejus argus,Animalia,Plebejus,argus,Ljungblåvinge
SBN:5314:201153,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Plebejus idas,Animalia,Plebejus,idas,Hedblåvinge
SBN:5314:201146,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Polyommatus amandus,Animalia,Polyommatus,amandus,Silverblåvinge
SBN:5314:201067,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Speyeria aglaja,Animalia,Speyeria,aglaja,Ängspärlemorfjäril
SBN:5314:201028,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Thymelicus lineola,Animalia,Thymelicus,lineola,Mindre tåtelsmygare
SBN:5314:201060,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Vanessa atalanta,Animalia,Vanessa,atalanta,Amiral
SBN:5314:201164,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Zygaena filipendulae,Animalia,Zygaena,filipendulae,Sexfläckig bastardsvärmare
SBN:5314:6006842,,,Sweden,SE,Västmanlands län,SBN:recorderId:12,Zygaena viciae/lonicerae,Animalia,Zygaena,viciae/lonicerae,Mindre bastardsvärmare/Bredbrämad bastardsvärmare
