year,month,day,coll_date,quadrat,sampler,species,Count,location,transect,latitude,longitude,sample range,reference
,,,4/29/1931,28,Hewatt,Serpulorbis squamigerus,0,"2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",36° 37' N,121° 54' W,2ft below sea level - 7ft above sea level,Willis G. Hewatt (1937)
,,,4/29/1931,28,Hewatt,Spirontocaris picta,0,"2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",36° 37' N,121° 54' W,2ft below sea level - 7ft above sea level,Willis G. Hewatt (1937)
,,,4/29/1931,28,Hewatt,Spirorbis spp,0,"2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",36° 37' N,121° 54' W,2ft below sea level - 7ft above sea level,Willis G. Hewatt (1937)
,,,4/30/1931,28,Hewatt,Strongylocentrotus purpuratus,0,"2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",36° 37' N,121° 54' W,2ft below sea level - 7ft above sea level,Willis G. Hewatt (1937)
,,,4/30/31,28,Hewatt,Tectura paleacea,0,"2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",36° 37' N,121° 54' W,2ft below sea level - 7ft above sea level,Willis G. Hewatt (1937)
,,,4/30/1931,28,Hewatt,Tectura scutum,0,"2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",36° 37' N,121° 54' W,2ft below sea level - 7ft above sea level,Willis G. Hewatt (1937)
,,,4/30/1931,28,Hewatt,Tegula brunnea,0,"2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",36° 37' N,121° 54' W,2ft below sea level - 7ft above sea level,Willis G. Hewatt (1937)
,,,4/30/1931,28,Hewatt,Tegula funebralis,27,"2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",36° 37' N,121° 54' W,2ft below sea level - 7ft above sea level,Willis G. Hewatt (1937)
,,,4/30/1931,28,Hewatt,Tegula montereyi,0,"2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",36° 37' N,121° 54' W,2ft below sea level - 7ft above sea level,Willis G. Hewatt (1937)
,,,4/30/1931,28,Hewatt,Tegula pulligo,0,"2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",36° 37' N,121° 54' W,2ft below sea level - 7ft above sea level,Willis G. Hewatt (1937)
,,,4/30/1931,28,Hewatt,Tetraclita rubescens,0,"2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",36° 37' N,121° 54' W,2ft below sea level - 7ft above sea level,Willis G. Hewatt (1937)
,,,4/30/1931,28,Hewatt,Tonicella lineata,0,"2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",36° 37' N,121° 54' W,2ft below sea level - 7ft above sea level,Willis G. Hewatt (1937)
